iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AIA,buildings,other-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,0.00098624,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,buildings,other-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,3.20332,tonnes,,2023-10-06 14:56:33.428328,
AIA,buildings,other-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,3.2367153505,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,buildings,other-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,3.2919229768,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,buildings,other-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,2.18137e-05,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:28.761014
AIA,buildings,other-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,0.000830872,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,buildings,other-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,1.996142,tonnes,,2023-10-06 14:56:33.428328,
AIA,buildings,other-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,2.0225722385,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,buildings,other-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,2.0690891239999996,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,buildings,other-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,1.19465e-05,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:21.655145
AIA,buildings,other-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,0.000675505,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,buildings,other-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,0.788965,tonnes,,2023-10-06 14:56:33.428328,
AIA,buildings,other-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,0.80843013595,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,buildings,other-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,0.84625633672,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,buildings,other-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,2.07923e-06,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:15.079618
AIA,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,0.0006580339999999,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,0.7668590000000001,tonnes,,2023-10-06 14:56:33.428328,
AIA,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,0.7858217456500001,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,0.8226696202400001,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,buildings,other-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,2.02941e-06,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:08.504777
AIA,buildings,other-onsite-fuel-usage,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,0.000726446,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 15:13:01.79855
